Geneid	Chr	Start	End	Strand	Length	fm_1	fm_2	fm_3	m_4	m_5	m_6
WBGene00013594	I	13534737	13537066	+	2330	1	1	0	1	1	0
WBGene00013595	I	13536967	13542395	-	5429	2	1	0	0	0	0
WBGene00000089	I	13543068	13545188	-	2121	0	2	0	0	1	0
WBGene00006936	I	13548074	13559361	-	11288	8	12	14	9	4	7
WBGene00013602	I	13560091	13563465	+	3375	0	0	0	0	0	0
WBGene00001704	I	13564567	13566362	+	1796	0	0	0	0	0	0
WBGene00000891	I	13566251	13572047	-	5797	1	3	1	1	1	2
WBGene00013596	I	13572379	13575805	+	3427	8	3	1	2	0	0
WBGene00013597	I	13576148	13581611	+	5464	17	16	11	14	16	11
WBGene00006709	I	13581698	13585295	+	3598	1	0	0	0	0	2
WBGene00013598	I	13586037	13588831	-	2795	4	1	5	2	2	2
WBGene00013599	I	13589178	13598505	-	9328	0	1	0	0	1	1
WBGene00013601	I	13598609	13603393	-	4785	6	0	5	1	1	0
WBGene00012386	I	13603906	13626225	-	22320	9	6	1	7	6	3
WBGene00012351	I	13626518	13628447	-	1930	4	7	2	4	2	2
WBGene00006793	I	13629227	13633492	+	4266	9	10	8	1	1	0
WBGene00002116	I	13637845	13639311	-	1467	1	0	0	1	0	0
WBGene00012352	I	13640305	13648405	-	8101	0	0	1	0	0	1
WBGene00004445	I	13652949	13653704	-	756	33	41	48	35	28	17
WBGene00012353	I	13654009	13658167	+	4159	3	5	2	2	2	3
WBGene00012354	I	13658171	13659128	-	958	21	16	15	30	15	19
WBGene00194660	I	13661522	13662332	-	811	0	0	0	0	0	0
WBGene00012234	I	13663352	13674997	+	11646	6	3	2	2	2	4
WBGene00012233	I	13676255	13677792	-	1538	0	0	0	0	0	0
WBGene00012232	I	13680415	13681366	-	952	0	0	0	1	0	0
WBGene00012231	I	13682137	13684547	+	2411	0	3	0	3	2	2
WBGene00012235	I	13685299	13687586	-	2288	0	0	0	0	0	0
WBGene00012387	I	13692685	13702954	-	10270	0	0	0	0	0	0
WBGene00012394	I	13720125	13724453	-	4329	0	0	0	0	0	0
WBGene00006505	I	13724577	13732046	-	7470	0	0	0	0	0	0
WBGene00012393	I	13734958	13751124	-	16167	0	0	1	1	1	0
WBGene00012391	I	13746619	13750500	+	3882	0	0	0	0	0	0
WBGene00012390	I	13751234	13756354	-	5121	0	0	2	0	0	0
WBGene00012389	I	13756730	13771773	+	15044	6	2	6	0	1	0
WBGene00012576	I	13773067	13778784	+	5718	1	0	0	0	1	0
WBGene00012578	I	13778895	13792249	+	13355	2	0	2	3	2	4
WBGene00003581	I	13792637	13797263	-	4627	5	1	0	1	3	2
WBGene00014871	I	13796056	13797272	-	1217	0	0	0	0	0	0
WBGene00012370	I	13797345	13802223	-	4879	1	0	0	0	0	0
WBGene00044065	I	13802393	13806801	-	4409	1	0	1	2	2	1
WBGene00012366	I	13806917	13812268	-	5352	0	1	1	2	0	1
WBGene00012371	I	13812141	13814322	-	2182	0	1	1	0	0	0
WBGene00012369	I	13814756	13827988	-	13233	1	2	4	2	0	1
WBGene00012365	I	13828102	13832147	-	4046	1	1	0	1	0	1
WBGene00012236	I	13835340	13840047	-	4708	2	6	3	2	0	1
WBGene00012237	I	13840704	13841937	+	1234	0	1	0	0	0	0
WBGene00012239	I	13841893	13843996	-	2104	0	0	0	1	0	0
WBGene00012238	I	13844739	13846957	-	2219	0	0	0	0	0	0
WBGene00012240	I	13849501	13850893	-	1393	0	0	0	0	0	0
WBGene00195155	I	13852386	13854047	+	1662	0	0	1	0	0	0
WBGene00012241	I	13854638	13859699	+	5062	3	7	5	0	0	1
WBGene00006382	I	13861468	13887640	+	26173	5	3	3	2	0	4
WBGene00006616	I	13899085	13914008	+	14924	0	0	0	0	0	0
WBGene00013502	I	13915664	13917809	+	2146	0	0	0	0	0	0
WBGene00013503	I	13919375	13922122	+	2748	0	0	0	0	0	0
WBGene00195228	I	13926736	13927556	-	821	0	0	0	0	0	0
WBGene00195227	I	13927946	13928792	-	847	0	0	0	2	0	1
WBGene00013505	I	13938810	13942016	+	3207	0	0	0	0	0	0
WBGene00013506	I	13942544	13951630	-	9087	0	1	0	1	0	2
WBGene00004475	I	13952161	13953203	+	1043	68	75	72	49	57	37
WBGene00013507	I	13957199	13960612	+	3414	0	0	0	0	0	0
WBGene00013508	I	13978430	13980130	+	1701	1	0	0	0	0	0
WBGene00045058	I	13983226	13989668	+	6443	0	1	0	0	0	0
WBGene00013509	I	14004428	14008484	+	4057	0	1	2	1	1	0
WBGene00013865	I	14009871	14011531	+	1661	0	0	0	0	0	0
WBGene00002111	I	14012369	14013629	-	1261	0	0	0	1	1	0
WBGene00086553	I	14015754	14018267	-	2514	0	0	0	0	0	0
WBGene00002112	I	14018799	14019759	+	961	0	0	0	0	0	0
WBGene00002108	I	14020361	14021312	+	952	0	0	0	0	0	0
WBGene00002110	I	14027236	14027588	+	353	0	1	0	0	0	0
WBGene00045396	I	14027809	14029212	-	1404	0	0	0	0	0	0
WBGene00002107	I	14031147	14031667	-	521	0	0	0	0	0	0
WBGene00002113	I	14034954	14036057	-	1104	0	0	0	0	0	0
WBGene00002109	I	14037151	14037777	-	627	0	0	0	1	0	0
WBGene00013512	I	14041627	14043478	+	1852	0	0	0	0	0	0
WBGene00013513	I	14046132	14048022	-	1891	0	0	0	0	0	0
WBGene00004875	I	14048094	14051010	-	2917	2	7	4	8	8	10
WBGene00303058	I	14050375	14050428	-	54	0	0	0	0	1	0
WBGene00009822	I	14054593	14056894	-	2302	0	0	0	0	0	0
WBGene00009827	I	14059312	14060890	+	1579	0	0	0	0	0	0
WBGene00009826	I	14060839	14062314	-	1476	0	0	0	0	0	0
WBGene00009825	I	14062749	14068803	-	6055	1	1	0	0	1	0
WBGene00009824	I	14075837	14078211	+	2375	2	0	2	1	1	1
WBGene00009823	I	14078139	14082582	-	4444	0	1	0	0	0	0
WBGene00013408	I	14083045	14084207	-	1163	0	0	0	0	0	1
WBGene00013409	I	14084512	14085525	+	1014	0	0	0	0	0	0
WBGene00013404	I	14088087	14089858	+	1772	0	0	0	0	0	0
WBGene00013403	I	14090730	14096348	-	5619	0	0	0	0	0	0
WBGene00013405	I	14097492	14101090	-	3599	2	2	1	1	1	2
WBGene00006565	I	14101322	14104470	+	3149	5	4	7	10	6	13
WBGene00001047	I	14104515	14113108	-	8594	6	10	6	2	12	8
WBGene00013406	I	14113636	14114085	+	450	1	1	1	2	5	2
WBGene00013407	I	14114194	14118650	+	4457	4	1	1	0	3	0
WBGene00010537	I	14118751	14127202	+	8452	1	0	3	0	1	0
WBGene00002181	I	14128591	14142207	-	13617	0	0	0	0	0	0
WBGene00014700	I	14150628	14151067	-	440	0	0	0	0	0	0
WBGene00014699	I	14151841	14152282	+	442	0	0	0	0	0	0
WBGene00007990	I	14153228	14154195	-	968	0	0	0	0	0	0
WBGene00014698	I	14154769	14155296	-	528	1	0	0	0	0	0
WBGene00007989	I	14155429	14156336	+	908	0	0	0	0	0	0
WBGene00007992	I	14157611	14158078	+	468	0	0	0	0	0	0
WBGene00007988	I	14158508	14161664	-	3157	0	0	0	1	1	0
WBGene00007991	I	14163530	14168307	+	4778	2	1	0	1	0	0
WBGene00077520	I	14171054	14173007	+	1954	0	0	0	0	0	0
WBGene00004202	I	14172828	14179360	-	6533	1	2	0	2	0	0
WBGene00014100	I	14182595	14185707	-	3113	0	0	0	3	3	5
WBGene00014101	I	14185628	14196295	-	10668	0	0	0	0	0	1
WBGene00014104	I	14198611	14199136	-	526	0	0	0	3	0	1
WBGene00014103	I	14200020	14204687	+	4668	0	0	0	2	0	1
WBGene00014102	I	14205717	14208726	+	3010	0	0	0	1	2	2
WBGene00008185	I	14209148	14212501	-	3354	0	0	0	1	1	1
WBGene00008184	I	14213681	14215850	+	2170	0	0	0	0	0	0
WBGene00008186	I	14216701	14220624	-	3924	0	0	0	1	2	0
WBGene00001377	I	14220693	14231360	-	10668	0	0	0	0	0	0
WBGene00008190	I	14233035	14235948	-	2914	0	0	0	0	0	0
WBGene00008187	I	14236395	14241181	+	4787	0	0	0	0	0	0
WBGene00008191	I	14241898	14244452	-	2555	2	0	0	0	3	0
WBGene00008188	I	14246228	14247314	+	1087	0	0	0	0	0	0
WBGene00010576	I	14251083	14252416	+	1334	0	0	0	0	0	0
WBGene00010577	I	14252957	14254513	+	1557	0	0	0	0	0	0
WBGene00010578	I	14255684	14257016	+	1333	0	0	0	2	6	6
WBGene00003980	I	14263297	14271321	+	8025	0	0	1	1	2	1
WBGene00008610	I	14271893	14277653	-	5761	0	0	0	1	0	0
WBGene00008613	I	14283470	14285325	-	1856	0	0	0	0	0	0
WBGene00008611	I	14285934	14287089	-	1156	0	0	0	0	0	0
WBGene00008612	I	14287826	14295954	-	8129	0	0	0	0	0	0
WBGene00009862	I	14297287	14298325	+	1039	0	0	0	0	0	0
WBGene00009861	I	14298755	14299780	+	1026	0	0	0	0	0	0
WBGene00086555	I	14305070	14307220	+	2151	0	0	0	0	0	0
WBGene00009863	I	14311757	14312842	+	1086	0	0	0	0	0	0
WBGene00268216	I	14319114	14319913	+	800	0	0	0	3	0	0
WBGene00005078	I	14322237	14328965	+	6729	0	0	0	0	0	1
WBGene00009865	I	14331085	14339839	+	8755	0	0	0	1	1	0
WBGene00013666	I	14340791	14343815	-	3025	0	0	0	0	2	3
WBGene00013667	I	14347549	14358326	-	10778	2	5	4	0	4	3
WBGene00013668	I	14358562	14367594	+	9033	5	6	5	6	4	5
WBGene00001156	I	14367616	14369773	-	2158	1	4	5	2	1	0
WBGene00000241	I	14371138	14376086	-	4949	0	0	0	0	0	0
WBGene00044264	I	14378386	14379425	-	1040	0	0	0	0	0	0
WBGene00006824	I	14381360	14384737	-	3378	1	2	0	0	1	1
WBGene00002977	I	14390333	14400226	+	9894	0	1	0	0	2	1
WBGene00001147	I	14391860	14400222	+	8363	0	1	0	0	2	1
WBGene00013669	I	14400683	14405649	-	4967	3	2	2	0	0	2
WBGene00000158	I	14406028	14417934	+	11907	6	7	4	8	6	2
WBGene00013670	I	14418197	14431913	+	13717	4	4	5	2	2	6
WBGene00013671	I	14432791	14433750	+	960	0	0	0	2	0	1
WBGene00013672	I	14436810	14451889	-	15080	0	2	1	3	3	8
WBGene00013684	I	14441548	14444332	+	2785	0	0	0	3	3	7
WBGene00013673	I	14461038	14465145	-	4108	0	0	0	0	0	0
WBGene00013674	I	14465380	14468214	-	2835	3	7	5	3	3	4
WBGene00004489	I	14468332	14469103	-	772	45	55	56	45	31	36
WBGene00013676	I	14469500	14476894	+	7395	7	6	4	2	0	3
WBGene00013677	I	14476759	14486767	-	10009	5	3	5	4	6	7
WBGene00013678	I	14486877	14496560	-	9684	2	1	4	0	0	2
WBGene00013685	I	14496816	14498295	-	1480	0	0	0	0	0	0
WBGene00013679	I	14499735	14510552	-	10818	4	4	1	0	2	1
WBGene00001365	I	14511431	14518719	-	7289	1	0	1	0	0	1
WBGene00013683	I	14529529	14546870	+	17342	0	1	0	0	1	1
WBGene00013680	I	14552030	14565853	-	13824	1	0	1	2	1	0
WBGene00013682	I	14567169	14616523	-	49355	7	0	4	5	7	6
WBGene00044265	I	14620183	14620637	-	455	0	0	0	0	0	0
WBGene00002978	I	14621169	14631094	-	9926	54	51	36	101	137	110
WBGene00013687	I	14634453	14642568	-	8116	5	3	6	1	3	2
WBGene00013692	I	14642714	14646601	+	3888	0	0	0	1	0	1
WBGene00013689	I	14647782	14651288	+	3507	11	8	11	8	2	4
WBGene00013688	I	14652116	14657275	+	5160	5	6	6	1	0	1
WBGene00013690	I	14657355	14661495	+	4141	4	4	1	0	3	0
WBGene00013691	I	14662524	14663141	+	618	1	2	0	0	2	0
WBGene00001334	I	14664449	14674841	+	10393	7	1	3	7	7	5
WBGene00013693	I	14675600	14682566	-	6967	0	0	0	1	0	0
WBGene00013197	I	14688627	14692144	-	3518	0	0	0	0	1	0
WBGene00013198	I	14694154	14700392	+	6239	0	1	0	5	0	1
WBGene00003790	I	14701122	14706522	-	5401	3	2	3	0	2	1
WBGene00013200	I	14707059	14707875	-	817	3	5	2	0	0	1
WBGene00013201	I	14708195	14718511	-	10317	2	2	5	3	2	2
WBGene00013202	I	14711082	14715030	+	3949	2	0	3	2	2	1
WBGene00013203	I	14716598	14719027	+	2430	0	0	1	0	0	1
WBGene00003951	I	14719167	14720477	-	1311	16	8	11	14	8	6
WBGene00010579	I	14720588	14721979	-	1392	6	8	3	8	1	2
WBGene00010587	I	14721742	14725967	-	4226	0	0	0	0	0	0
WBGene00010586	I	14725296	14726131	+	836	0	0	0	0	0	0
WBGene00010585	I	14726281	14730738	-	4458	0	0	1	0	1	0
WBGene00010584	I	14732931	14733669	+	739	0	0	0	0	1	0
WBGene00010581	I	14735223	14737195	+	1973	0	0	0	0	0	1
WBGene00010583	I	14737702	14738796	+	1095	7	1	4	1	0	1
WBGene00001979	I	14738882	14742671	+	3790	6	6	6	1	2	3
WBGene00010582	I	14742765	14747789	+	5025	1	8	3	0	2	2
WBGene00010580	I	14748618	14753777	-	5160	0	0	0	0	0	0
WBGene00009559	I	14755154	14756412	-	1259	4	6	1	1	4	1
WBGene00001030	I	14756904	14758790	+	1887	19	19	18	15	8	8
WBGene00043308	I	14758776	14759473	-	698	0	0	0	0	0	0
WBGene00004495	I	14759930	14760626	+	697	42	40	33	29	26	20
WBGene00009558	I	14760638	14768989	-	8352	0	0	0	0	1	1
WBGene00009557	I	14770689	14775007	-	4319	0	0	0	0	0	0
WBGene00009556	I	14775184	14776663	-	1480	3	0	3	0	0	0
WBGene00006349	I	14777137	14787804	-	10668	9	3	2	0	0	2
WBGene00009554	I	14788125	14789517	-	1393	2	2	3	2	3	0
WBGene00006730	I	14790244	14790934	+	691	7	7	0	3	3	2
WBGene00009553	I	14791040	14794392	+	3353	8	7	8	0	2	0
WBGene00010766	I	14794288	14797167	+	2880	4	2	1	4	4	2
WBGene00010767	I	14797660	14798705	+	1046	1	1	1	0	2	0
WBGene00004889	I	14807462	14815753	+	8292	2	2	1	1	1	1
WBGene00013204	I	14815656	14820235	-	4580	3	1	1	1	0	0
WBGene00002324	I	14820405	14821651	+	1247	3	4	0	2	0	2
WBGene00006711	I	14822050	14823996	+	1947	2	2	4	1	1	1
WBGene00009304	I	14829732	14834841	-	5110	0	0	0	1	0	0
WBGene00044245	I	14838917	14839138	+	222	0	0	0	0	0	0
WBGene00009305	I	14839856	14843128	+	3273	0	3	4	3	0	0
WBGene00009306	I	14846476	14850142	+	3667	4	0	2	2	3	3
WBGene00000088	I	14850052	14855827	-	5776	0	0	2	0	1	1
WBGene00006272	I	14852818	14854711	+	1894	0	0	0	0	0	0
WBGene00006789	I	14855901	14863482	-	7582	86	85	97	166	270	203
WBGene00008695	I	14867924	14871365	+	3442	0	0	0	0	0	0
WBGene00006845	I	14872112	14875436	+	3325	0	0	0	0	0	0
WBGene00001488	I	14875823	14900322	-	24500	12	4	3	15	10	9
WBGene00004237	I	14906792	14913083	+	6292	0	3	0	1	0	4
WBGene00002189	I	14913766	14952226	+	38461	5	5	1	2	7	2
WBGene00014148	I	14953490	14955492	+	2003	0	0	0	0	1	2
WBGene00014149	I	14955636	14957097	-	1462	0	0	0	0	0	0
WBGene00000469	I	14961497	14965361	+	3865	0	0	0	0	0	0
WBGene00014150	I	14967301	14968540	+	1240	0	0	0	0	1	1
WBGene00013970	I	14975419	14980596	+	5178	0	0	0	0	1	0
WBGene00006399	I	14984178	14990016	+	5839	0	0	0	0	0	0
WBGene00013969	I	14994581	15001691	+	7111	5	6	5	3	6	7
WBGene00003471	I	15001853	15005630	+	3778	2	0	0	0	0	0
WBGene00009368	I	15005603	15013904	-	8302	9	6	7	1	1	1
WBGene00009369	I	15014837	15016595	-	1759	0	5	2	0	2	3
WBGene00001049	I	15017283	15022990	-	5708	2	3	4	1	0	0
WBGene00009366	I	15023168	15027761	+	4594	7	2	8	5	0	2
WBGene00009370	I	15027713	15030708	-	2996	0	0	2	0	0	0
WBGene00009371	I	15031141	15033039	-	1899	0	0	0	0	0	0
WBGene00009367	I	15034515	15035467	+	953	2	0	3	1	0	1
WBGene00009284	I	15036009	15040537	+	4529	10	9	7	3	1	2
WBGene00000881	I	15040474	15041274	-	801	17	19	14	28	33	21
WBGene00009285	I	15041433	15050700	-	9268	9	9	12	4	2	5
WBGene00009286	I	15050797	15052420	-	1624	5	6	5	0	2	1
WBGene00009287	I	15053010	15053672	+	663	1	2	1	0	1	0
WBGene00009288	I	15053608	15058994	-	5387	0	1	0	0	0	1
WBGene00007063	II	1848	5514	+	3667	0	0	0	0	1	0
WBGene00015287	II	6657	9484	+	2828	0	0	0	1	2	3
WBGene00015288	II	9444	11883	-	2440	0	0	0	0	0	0
WBGene00015286	II	12985	16004	+	3020	1	0	0	1	0	1
WBGene00015285	II	19538	22169	+	2632	1	2	0	1	0	0
WBGene00005017	II	23325	24458	+	1134	0	0	0	0	0	1
WBGene00015291	II	24666	25446	+	781	1	0	0	2	0	1
WBGene00017745	II	25374	28423	-	3050	0	0	0	0	0	1
WBGene00017746	II	30061	31584	-	1524	1	4	5	1	0	1
WBGene00017744	II	31719	33611	+	1893	0	0	0	0	0	0
WBGene00017743	II	34204	35270	+	1067	0	0	0	0	0	0
WBGene00017747	II	35202	37313	-	2112	0	0	0	0	0	0
WBGene00017748	II	38558	39537	-	980	0	1	0	0	0	0
WBGene00017750	II	41471	41982	-	512	1	2	1	0	1	0
WBGene00004504	II	42207	46216	-	4010	21	20	21	8	10	15
WBGene00017742	II	43907	44917	+	1011	2	4	1	0	0	1
WBGene00017749	II	45040	47479	+	2440	1	2	1	0	0	0
WBGene00016021	II	47580	50104	+	2525	2	1	2	1	0	0
WBGene00016020	II	51652	57570	+	5919	7	9	4	6	5	3
WBGene00006611	II	52997	55304	-	2308	0	1	0	0	0	0
WBGene00016019	II	57670	60040	+	2371	0	0	2	1	1	0
WBGene00016018	II	61313	64304	+	2992	3	3	8	8	4	6
WBGene00001193	II	69654	71279	+	1626	1	0	0	1	0	0
WBGene00016022	II	71672	79266	-	7595	0	1	1	1	0	0
WBGene00016809	II	84434	87823	+	3390	0	0	0	0	0	0
WBGene00016812	II	88529	91519	-	2991	2	1	1	1	1	1
WBGene00016810	II	92169	95277	-	3109	2	1	2	1	3	1
WBGene00016811	II	95669	98027	-	2359	5	5	4	1	1	1
WBGene00016808	II	98404	98961	+	558	4	11	3	3	1	1
WBGene00044420	II	99138	101061	+	1924	0	0	1	2	0	1
WBGene00000644	II	104534	105829	+	1296	0	0	0	3	0	0
WBGene00016807	II	106189	107485	+	1297	0	0	0	3	1	0
WBGene00016806	II	109165	111429	+	2265	0	0	1	0	0	0
WBGene00016805	II	111567	114460	+	2894	0	0	0	0	0	0
WBGene00019615	II	114428	121221	-	6794	1	0	1	2	0	1
WBGene00019614	II	117216	118691	+	1476	0	0	0	0	0	0
WBGene00019616	II	123270	125004	-	1735	0	0	0	0	0	0
WBGene00005081	II	126779	129029	-	2251	0	0	0	0	0	0
WBGene00000857	II	130983	133598	-	2616	0	0	0	0	0	1
WBGene00019613	II	135466	139999	+	4534	0	0	0	0	0	0
WBGene00020798	II	147233	152825	+	5593	6	4	3	3	0	4
WBGene00020797	II	152583	154945	+	2363	1	1	1	0	0	0
WBGene00020796	II	154881	156009	-	1129	2	2	0	1	3	0
WBGene00001340	II	162374	170631	+	8258	3	2	2	1	3	1
WBGene00044428	II	170846	173779	-	2934	0	0	0	0	0	0
WBGene00020148	II	174400	175968	-	1569	0	0	0	0	1	0
WBGene00020149	II	176997	179093	-	2097	0	1	0	0	0	0
WBGene00044641	II	186739	192085	+	5347	0	0	0	0	0	0
WBGene00020150	II	186997	189067	-	2071	0	0	0	0	0	0
WBGene00000034	II	192509	194558	-	2050	0	1	0	0	0	0
WBGene00000497	II	196985	211941	+	14957	0	0	0	1	0	1
WBGene00018585	II	213169	216621	-	3453	3	1	1	3	0	0
WBGene00018586	II	217049	220667	-	3619	10	10	7	10	5	5
WBGene00021545	II	222700	232741	-	10042	3	3	5	4	1	4
WBGene00021546	II	233139	237821	-	4683	4	1	1	1	3	1
WBGene00004166	II	240705	263663	-	22959	9	10	8	6	5	6
WBGene00000296	II	257819	261074	+	3256	0	0	0	0	0	1
WBGene00044640	II	264353	266092	+	1740	0	0	0	0	0	0
WBGene00015188	II	266037	273972	-	7936	0	1	3	3	0	0
WBGene00015189	II	276212	278736	-	2525	1	0	1	1	0	1
WBGene00015194	II	278621	282583	-	3963	1	1	0	0	0	0
WBGene00015190	II	282582	283694	-	1113	0	1	1	0	0	0
WBGene00015191	II	283887	286275	-	2389	1	0	1	0	0	0
WBGene00015186	II	286625	288703	+	2079	1	3	9	3	5	0
WBGene00015185	II	288939	290386	+	1448	1	2	0	0	0	0
WBGene00015184	II	290582	291849	+	1268	2	1	4	0	2	5
WBGene00015192	II	293864	294706	-	843	0	0	0	0	1	1
WBGene00015193	II	296227	297011	-	785	0	0	0	4	0	2
WBGene00015183	II	297390	299834	+	2445	0	0	0	0	0	0
WBGene00019281	II	299984	301002	+	1019	0	0	0	0	0	0
WBGene00019280	II	301273	303665	+	2393	2	0	0	2	0	1
WBGene00000645	II	303881	305745	-	1865	0	0	0	0	1	0
WBGene00019279	II	307454	312725	+	5272	0	0	1	0	0	2
WBGene00019282	II	309451	312210	-	2760	0	0	1	0	0	2
WBGene00019283	II	315890	316907	-	1018	0	0	0	0	0	0
WBGene00086561	II	317648	318665	-	1018	0	0	0	0	0	0
WBGene00001391	II	319789	321110	+	1322	0	0	0	0	1	1
WBGene00019284	II	321442	323098	-	1657	1	0	0	0	1	0
WBGene00019277	II	326300	328224	+	1925	0	0	0	0	0	0
WBGene00019285	II	328564	332519	-	3956	0	0	0	1	0	0
WBGene00000778	II	337782	339250	+	1469	0	0	0	0	0	0
WBGene00017036	II	340524	341803	+	1280	0	0	0	0	0	0
WBGene00017037	II	341716	347891	-	6176	1	3	1	1	1	2
WBGene00017038	II	348173	357069	-	8897	0	0	2	0	0	0
WBGene00004218	II	362484	367555	-	5072	0	0	0	0	0	0
WBGene00015406	II	375250	375835	+	586	0	0	0	0	0	0
WBGene00206366	II	378651	380361	+	1711	0	0	0	0	0	0
WBGene00015409	II	380235	382256	+	2022	0	0	0	0	0	0
WBGene00015407	II	382309	385358	-	3050	0	0	0	0	0	0
WBGene00015405	II	386088	387949	+	1862	1	1	2	0	1	0
WBGene00015404	II	388833	392732	+	3900	3	3	1	2	5	7
WBGene00015408	II	396559	399421	-	2863	0	0	0	0	0	0
WBGene00015403	II	402678	404180	+	1503	0	1	1	0	0	0
WBGene00016074	II	406137	410932	-	4796	3	6	0	0	2	1
WBGene00016073	II	411222	416629	+	5408	3	4	4	1	3	2
WBGene00016075	II	417349	418882	-	1534	0	0	0	0	0	1
WBGene00016077	II	419170	423186	-	4017	1	0	0	0	0	0
WBGene00235333	II	429219	429836	+	618	0	0	0	0	0	0
WBGene00016071	II	441402	443780	+	2379	1	0	0	0	0	0
WBGene00021129	II	454946	456068	+	1123	0	0	0	0	0	0
WBGene00185079	II	456083	457890	-	1808	0	0	2	0	0	0
WBGene00021131	II	458766	460935	-	2170	0	0	0	0	0	0
WBGene00021132	II	461667	467365	-	5699	1	2	1	0	0	0
WBGene00021133	II	468374	470475	-	2102	3	3	0	2	3	3
WBGene00021073	II	471262	475940	-	4679	6	7	4	4	3	4
WBGene00021076	II	473503	477851	+	4349	4	4	4	2	2	1
WBGene00021074	II	480721	484378	-	3658	0	2	2	1	0	2
WBGene00004188	II	484866	490403	+	5538	10	7	2	4	1	5
WBGene00021075	II	495424	498757	+	3334	0	1	0	0	0	0
WBGene00005324	II	503229	506014	-	2786	0	0	0	0	0	0
WBGene00005512	II	508220	509330	-	1111	0	0	0	0	0	0
WBGene00003106	II	516024	521635	+	5612	0	0	0	0	0	0
WBGene00020837	II	522602	525981	+	3380	0	1	0	0	0	4
WBGene00020836	II	526574	530374	+	3801	1	2	1	0	1	4
WBGene00020834	II	530844	536875	-	6032	0	0	0	0	0	0
WBGene00020835	II	535526	546944	+	11419	0	0	0	0	0	0
WBGene00015646	II	546705	552032	+	5328	0	0	0	1	0	2
WBGene00015645	II	551854	554801	+	2948	0	0	0	0	0	1
WBGene00015644	II	556485	564061	+	7577	1	3	1	0	2	0
WBGene00303037	II	556497	556526	+	30	0	0	0	0	0	0
WBGene00021094	II	567666	568876	-	1211	0	0	0	0	0	0
WBGene00021095	II	569210	572110	-	2901	1	0	0	1	0	1
WBGene00021096	II	574923	577732	-	2810	0	0	0	2	1	0
WBGene00021097	II	577837	580593	-	2757	10	4	6	15	11	13
WBGene00021093	II	580602	582014	+	1413	12	11	8	3	3	1
WBGene00021098	II	582111	582749	-	639	0	0	0	0	0	0
WBGene00021101	II	582111	584421	-	2311	0	0	0	0	0	0
WBGene00044733	II	584798	586238	+	1441	0	0	0	0	0	0
WBGene00021092	II	587833	589143	+	1311	0	0	0	0	0	0
WBGene00021099	II	590578	591210	-	633	0	0	0	0	0	0
WBGene00021091	II	593521	593860	+	340	0	0	0	0	0	0
WBGene00003599	II	595202	602120	-	6919	0	0	1	0	0	1
WBGene00021031	II	605567	605987	+	421	0	0	0	0	0	0
WBGene00206416	II	606333	606950	+	618	0	0	0	0	0	0
WBGene00206417	II	607724	608441	-	718	0	0	0	0	0	0
WBGene00021030	II	609057	609375	+	319	0	0	0	0	0	1
WBGene00021032	II	609618	612461	-	2844	0	0	0	0	0	0
WBGene00020207	II	614770	624543	-	9774	4	2	2	1	1	0
WBGene00020205	II	627505	628658	+	1154	0	0	0	0	0	0
WBGene00020203	II	634284	637303	+	3020	0	0	0	0	0	0
WBGene00019497	II	637318	639567	-	2250	0	0	0	0	0	0
WBGene00019498	II	640991	650367	-	9377	1	2	2	0	1	0
WBGene00019496	II	650955	654133	+	3179	0	0	0	0	0	0
WBGene00019495	II	658669	659846	+	1178	1	0	0	0	0	0
WBGene00005557	II	659828	661796	-	1969	0	0	0	0	0	0
WBGene00005558	II	669463	671125	-	1663	0	0	0	0	0	0
WBGene00206368	II	674416	674936	+	521	0	0	0	0	0	1
WBGene00021457	II	675603	678420	+	2818	0	1	0	0	0	0
WBGene00020179	II	678881	679717	+	837	0	0	0	7	7	4
WBGene00020180	II	679777	680712	-	936	0	0	0	0	0	0
WBGene00020178	II	680832	681516	+	685	0	0	0	0	0	0
WBGene00020177	II	682626	683361	+	736	0	0	0	0	0	0
WBGene00020176	II	683767	684116	+	350	0	0	0	0	0	0
WBGene00020175	II	685111	689082	+	3972	0	0	0	0	0	0
WBGene00020174	II	690049	691084	+	1036	0	0	0	0	0	0
WBGene00020173	II	691850	693522	+	1673	0	0	0	0	0	0
WBGene00020181	II	700482	701125	-	644	9	10	10	11	9	8
WBGene00020172	II	702107	708608	+	6502	1	1	1	1	2	0
WBGene00020171	II	709381	723702	+	14322	2	2	3	2	1	3
WBGene00021456	II	723788	732513	+	8726	6	3	5	2	4	4
WBGene00015615	II	739553	740908	-	1356	1	0	0	0	1	0
WBGene00004926	II	745418	750212	-	4795	0	0	0	0	0	0
WBGene00044418	II	756194	765319	-	9126	0	0	0	1	0	1
WBGene00015618	II	770553	772114	+	1562	0	0	0	0	0	0
WBGene00021452	II	775333	776780	+	1448	0	0	0	0	1	0
WBGene00021454	II	781835	783003	-	1169	0	0	0	0	0	2
WBGene00269332	II	783095	783632	-	538	0	0	0	0	0	0
WBGene00018507	II	787238	788082	+	845	0	0	0	0	0	0
WBGene00018506	II	788439	789204	+	766	0	0	0	0	0	0
WBGene00018493	II	790748	791928	-	1181	0	0	0	1	0	0
WBGene00018505	II	800000	801522	+	1523	0	0	0	0	0	0
WBGene00018504	II	803309	803696	+	388	0	0	0	0	0	0
